DogId,UserId,Name,BirthDate,Primary_Breed,Secondary_Breed,PictureLocation,CurrentLevel,Gender,Neutered,LifeTimeStats_TimePlayed,LifeTimeStats_TreatsWon,LifeTimeStats_SuccessRate,LifeTimeStats_TotalPrompts,LifeTimeStats_TotalMissed,LifeTimeStats_TotalNegPrompts,LifeTimeStats_TotalHitsNegSound,ModifiedCreatedTime
4789a4d8-0e47-413d-8155-5ce884131c99,03052125-d410-4745-8955-007d5f74d70d,Any Pet,12/30/2019 4:00:00 PM,Unknown,,,1,BOY,TRUE,45428487.66,142,81.01265823,237,45,0,0,2/2/2022 5:59:33 AM
535cd0bd-0c2d-4db3-8c6a-08626f85bce9,af3b2f38-377a-4673-aeee-8da7ac8abfb0,Flint,3/21/2021 11:45:02 AM,English Springer Spaniel,,,1,Male,FALSE,9119728.729,204,84.89666137,629,95,0,0,12/28/2021 7:25:42 PM
62aec854-444b-41f4-8a23-53816212afa3,e2d62965-48cf-4d78-b33f-726fef63afab,Leo,10/18/1995 5:00:00 PM,Border Collie,Unknown,,1,BOY,TRUE,0,0,0,0,0,0,0,7/8/2021 7:12:43 PM
2e727a19-add5-4c8c-b32c-63adec8958fb,c132bda1-f86a-4fb7-b832-10deeda4f822,Aspen,8/16/2020 5:00:00 PM,Cavalier King Charles Spaniel,Poodle,,1,GIRL,TRUE,427334.661,11,97.43589744,39,1,0,0,11/11/2021 2:53:42 PM
50012384-d762-4c25-9e6f-c6bcfb960f8e,3708bda3-5fff-400c-bd1d-0523b6b41bee,Hubert,3/10/2022 4:08:13 AM,Australian Shepherd,,,3,Male,TRUE,594984.6314,16,79.16666667,24,5,0,0,3/10/2022 4:18:57 AM
b6c57744-1435-40d8-b3a0-d2c2586cc430,a691feeb-7df0-4cf3-ab8f-5a1a2169cfee,Mocha,6/4/2021 10:54:03 AM,Miniature Schnauzer,,,1,Female,TRUE,52301.191,2,100,4,0,0,0,6/10/2021 4:59:25 PM
8ba0634a-3e7a-4ba7-a8cd-ceb75d9e1798,6222308c-a35c-46a4-8fcc-c4ff5e9754ab,Leche,6/1/2018 12:26:38 PM,Unknown,,,1,Female,TRUE,574400.2057,24,100,55,0,0,0,12/16/2021 7:39:33 PM
bf949d87-68e7-4e58-a4d3-8a76d61e398b,939b8d4f-4bba-42b8-9884-039f8b6d6fd7,Kirby and Olive,1/10/2013 4:00:00 PM,Maltipoo,Maltipoo,,1,,TRUE,41215755.16,55,68.78612717,865,270,0,0,10/24/2021 4:20:51 PM
4953fb6e-148a-4f9b-918c-c21df4e75ab0,1bbc5a25-d25f-4d4a-95c7-a15f67411c8c,Maya,12/7/2020 4:00:00 PM,Australian Cattle Dog,,,1,GIRL,FALSE,303603240.1,1414,100,131,0,0,0,10/31/2021 10:56:29 PM
21042477-b7ea-4cc6-83e3-23738e7bf925,87ce0aea-40bf-4309-939a-e6944773b367,Cleo,6/1/2021 1:32:39 PM,Unknown,,,1,Female,TRUE,322821.8711,3,66.66666667,12,4,0,0,1/30/2022 8:34:58 AM
fefb0cb7-914b-4398-b99a-95cb8e56045e,e8249ce2-34e0-4c72-80bf-76a0c6cc53a3,Mako,10/13/2020 11:15:15 AM,Australian Shepherd,,,2,Female,FALSE,36291104.09,851,61.81184669,1435,548,0,0,6/28/2021 10:07:00 AM
d1fe10b8-2bf8-4717-98c5-f7a14c5039d7,55c6d590-9e3f-4ab1-9bdb-4fa0e6490461,1,9/2/2019 5:00:00 PM,Airedale Terrier,,,1,GIRL,TRUE,6698.0412,0,0,0,0,0,0,11/3/2020 3:58:59 AM
40173d22-d7f4-4b7d-926a-a0635b6e7f6a,ac1c6316-c60a-4c4b-b5e8-b6e46c794664,Louie,3/17/2013 8:17:23 AM,Tibetan Terrier,,,1,Male,TRUE,2807221.441,90,99.23076923,520,4,0,0,1/11/2021 12:47:24 PM
4557182d-9bf6-4f11-82de-b9a93c7434e4,f1a7e6c6-63ca-4c23-9f82-5ad6005e4203,Panda,9/24/2020 5:00:00 PM,Shih Tzu,Shih Tzu,,1,BOY,TRUE,170029.3602,0,100,2,0,0,0,5/2/2021 1:43:58 PM
25407f08-c89c-4485-a3e8-efcd17d90fef,43ddb50a-4113-4152-b824-f39d98fd1a93,Jasmine,3/30/2018 12:46:54 PM,Poodle,,,2,Female,TRUE,51488780.2,771,28.33665339,4016,2878,0,0,12/3/2021 4:51:20 PM
46f3965a-712d-4074-8ad2-f54f41dbc25a,1976eff1-8201-4ae3-817d-4dcf0c56b826,Dexter,8/14/2020 5:00:00 PM,Australian Shepherd,,,2,BOY,TRUE,23158429.7,250,30.46594982,558,388,0,0,7/14/2021 6:22:27 AM
55b99eaf-d4c8-43c3-8831-c1dc93b2b20b,3eaafead-51a9-44a6-a7fb-275630fbb7bd,Eleanor,12/31/2020 9:38:21 AM,Australian Shepherd,,,2,Female,TRUE,82675128.93,838,31.63434903,3610,2468,0,0,11/2/2021 6:06:21 PM
4927483d-d048-4f74-b350-8a4112734e02,8fee0214-6b6e-4971-b306-bf59a16c0314,Kaiya,11/6/2017 4:00:00 PM,Siberian Husky,,,3,GIRL,TRUE,45168064.82,757,37.51783167,1402,876,0,0,1/15/2022 7:59:11 AM
ace6aad1-c467-41ee-8dab-85fc1c265f8c,73733f20-0bca-4f1e-9312-1f394995c661,Presley,1/26/2014 4:00:00 PM,Australian Shepherd,,,1,BOY,TRUE,378318.2276,7,96.55172414,29,1,0,0,6/8/2021 2:52:22 PM
868ca0df-2602-45ef-9239-d9042f67bea6,aef7b89b-260e-4411-85b6-ffd49cf50ddd,Drax,1/19/2021 4:00:00 PM,German Shepherd Dog,Siberian Husky,,1,BOY,TRUE,1623307.341,52,82.35294118,51,9,0,0,11/14/2021 2:18:51 PM
e82e5352-848e-480f-a0d5-d358413d1d72,b29dcdde-c324-4b5a-8e76-33b905cbaf8b,Bentley,11/14/2011 4:00:00 PM,Lhasa Apso,,,1,BOY,TRUE,506523.9008,18,100,39,0,0,0,6/12/2021 6:27:34 AM
125e4751-0e82-4320-a162-8872ced914af,dd4184d2-9d7e-4865-a991-e095bce9c0c4,Gus,11/11/2020 4:00:00 PM,Labrador Retriever,,,2,BOY,TRUE,8400192.635,199,66.66666667,279,93,0,0,3/17/2022 10:03:38 AM
7463a4fd-dc0b-492b-8ea9-595d8e88d3fa,cb9d3618-e20c-4d8f-b11a-2594c09b0738,Gegar,5/24/2020 5:00:00 PM,Belgian Malinois,,,1,BOY,TRUE,5368651.138,282,99.71264368,348,1,0,0,11/25/2021 6:29:37 PM
742c64a4-f637-498b-a88c-36062c58ce7a,67ef7f59-d0e3-4303-bd52-fd38c6e39175,Tex,2/5/2012 7:24:48 AM,Labrador Retriever,,,2,Male,TRUE,5572800219,126390,24.50001251,519763,392421,0,0,3/24/2022 8:31:48 AM
d91494ae-73fd-48ce-9580-87f9292efb8c,796db2ad-2b0f-41da-866a-ef642435841b,Ava,3/1/2017 4:00:00 PM,German Shepherd Dog,,,2,GIRL,TRUE,4490816.315,213,61.9047619,21,8,0,0,11/25/2021 6:51:16 PM
be183968-3c8b-42c1-bc50-a28c3dc9558b,594d84e4-37cd-4188-9af3-f1ef14b25db7,Éclair,6/4/2021 5:00:00 PM,Belgian Tervuren,,,2,GIRL,FALSE,28737290.31,292,52.38095238,21,10,0,0,9/24/2021 4:24:15 PM
1da7c537-3b62-4ff1-80c7-dcf7bed12d72,bd07e797-059a-42f0-9716-6543f411ba54,Alastor ‘Mad-Eye’ Moody,2/19/2021 4:00:00 PM,French Bulldog,,,2,BOY,TRUE,6534516.045,266,84.9122807,570,86,0,0,12/15/2021 9:10:49 PM
57aa6cad-5351-47c9-8c5c-3f633fdec5b7,e6fa6068-5b40-4dfb-9f02-e2cfca70e22e,Odin,3/24/2019 5:00:00 PM,American Staffordshire Terrier,Boxer,,2,BOY,TRUE,16033322.96,365,37.06293706,143,90,0,0,3/18/2022 2:46:13 PM
a5414e14-32c2-4430-b5f2-91732a6e8bb8,30357ede-61dc-49e4-83ae-b963880cca23,Bear,3/2/2011 4:00:00 PM,Yorkshire Terrier,Unknown,,1,,TRUE,20334.7849,2,100,1,0,0,0,7/3/2021 1:03:33 PM
8a8cfd6b-5796-4534-aa14-15771c769e3d,ad422885-7d1a-4326-a081-35c2f737e070,Шарик,5/2/2020 3:58:11 PM,Affenpinscher,,,1,Male,FALSE,0,0,0,0,0,0,0,5/4/2020 12:58:32 PM
e6017fe5-21ee-48da-8d48-c3055fd3ec87,9174db17-4c88-4cf5-97d0-066039b2036e,Rey,11/18/2020 4:00:00 PM,Jack Russell Terrier,American Bulldog,,1,GIRL,TRUE,276907622.5,1344,83.35278102,5142,856,0,0,3/23/2022 10:00:52 AM
ccbf45ad-77c7-403d-a5e5-a729b3a3c64f,dc206606-16e1-47bf-af94-87a92dd4bc12,Lupo,3/30/2019 5:00:00 PM,Poodle,Border Collie,,1,BOY,TRUE,8899544.073,232,100,67,0,0,0,11/1/2021 2:32:28 PM
c8ea4b6f-fc3e-4da2-9b86-a8ec5cda0700,14c252fe-54ab-487c-811d-a0d7cc11c7a5,Murphy,8/19/2020 5:00:00 PM,Australian Shepherd,,,1,BOY,TRUE,44648247.07,550,88.23529412,17,2,0,0,1/29/2022 5:39:40 AM
3bc13871-14c4-463d-a959-5653663256de,c628aef5-1877-4fe9-a2f9-a001ce820bdf,Zuzu,2/26/2020 4:00:00 PM,Australian Shepherd,,,1,GIRL,TRUE,1952097.093,8,92.30769231,39,3,0,0,6/7/2021 5:43:58 PM
2a4ced1f-6af2-44d1-b353-f022e53e7a52,14b42664-7ce1-480b-a051-776b0b2a3df0,Шарик,4/8/2020 1:27:21 PM,Afghan Hound,Airedale Terrier,,1,Male,TRUE,0,0,0,0,0,0,0,4/14/2020 10:28:34 AM
1ac86f7e-ee16-4283-88e4-4f41bf767cdf,9c49891e-fc76-4fc1-81c7-da0538003a19,Usnavi Mars,6/15/2021 5:00:00 PM,Miniature Pinscher,,,2,BOY,FALSE,4272527.309,42,12.5,40,35,0,0,10/26/2021 7:06:54 AM
ebc8f849-abc4-40c1-814d-c5c088be7333,426da23a-aa50-4ec1-8a46-b146f6f263f0,Delilah,6/14/2018 5:00:00 PM,Great Dane,,,1,GIRL,TRUE,408315.0273,18,100,35,0,0,0,9/1/2021 3:39:34 PM
98d49f92-d071-4541-bfdd-691ae39fbe86,b95120cb-3303-4a4b-ad4d-de914234f394,Marla,3/17/2021 11:22:09 AM,Border Collie,,,1,Female,FALSE,7531275.238,253,98.56115108,834,12,0,0,2/12/2022 2:23:39 PM
f86e6b85-e23c-40a0-b882-72e52c97c5b6,365482d7-c935-45e3-9f59-aec799282bec,Obi,10/6/2017 5:00:00 PM,Pembroke Welsh Corgi,,,4,BOY,TRUE,281140566,8143,85.04672897,2354,352,0,0,3/24/2022 8:24:15 AM
192d3940-e4d6-4127-95ec-81c959fffba3,3342db71-6327-4c36-bb66-86c9c170cc43,Trevor,1/25/2011 4:00:00 PM,Cavalier King Charles Spaniel,,,1,BOY,TRUE,0,0,0,0,0,0,0,11/29/2020 4:44:25 PM
dd3f8c58-d823-432a-9e58-d8c046efd379,85c848ba-cb38-4698-b290-0885b9971e56,Charlie,4/3/2008 5:00:00 PM,Border Collie,Australian Cattle Dog,,1,BOY,TRUE,662261.7191,15,88.23529412,17,2,0,0,2/21/2021 7:02:09 PM
d1f07ee0-a37d-4ea1-84fc-66365c333f92,ac3e538d-8d0c-40a3-a01d-7a196239eb5b,Harley,7/6/2019 2:14:46 PM,Australian Shepherd,,,1,Female,TRUE,14058607.32,184,82.88590604,1490,255,0,0,10/16/2021 9:26:51 AM
6b09069f-da5f-4ca5-8d22-f647bfaf5a1e,34ad0f70-a774-4a12-8867-2d861f091734,🍁Maple,4/21/2021 8:33:20 AM,Poodle,Bichon Frise,,1,Female,FALSE,6449214.746,59,89.28571429,672,72,0,0,5/4/2021 1:30:33 PM
f98c262e-3b10-4946-8156-f69b8b396d0a,3f67510f-3219-45d6-8de2-a041838227e2,Pazu,11/4/2011 5:00:00 PM,Pembroke Welsh Corgi,,,1,BOY,FALSE,0,0,0,0,0,0,0,3/21/2022 6:06:08 PM
e7715064-6adf-4ac1-9e68-06f6cc293296,0b5f21ad-ba1c-4a43-8477-366a7ca928b0,Shenzi,4/1/2019 1:16:13 PM,Belgian Malinois,,,1,Female,TRUE,0,0,0,0,0,0,0,8/9/2021 8:16:25 PM
644f3241-4bd3-4ab2-b1c8-4f4446bb3a78,5a75a690-720b-421a-b2e8-bdf3bd3032fb,Royal,12/31/2015 6:27:58 AM,Vizsla,,,2,Male,TRUE,12162210.38,354,89.12809473,929,101,0,0,8/6/2021 11:12:46 AM
08c56bee-909e-4916-9f04-d80c1f9848ac,ed116b61-04b6-461e-8765-87f7f6a1e32c,Oban,8/16/2020 5:00:00 PM,Golden Retriever,,,1,BOY,TRUE,0,0,0,0,0,0,0,7/5/2021 7:45:38 AM
b1fcd072-d8d1-4fce-893e-3ebd9a2c8bc0,26b6df51-d539-4608-bef4-a8633bdd7e68,Barnie,4/20/2013 5:00:00 PM,Australian Shepherd,Poodle,,1,BOY,TRUE,0,0,0,0,0,0,0,3/22/2022 6:40:14 PM
d35a03a2-b115-41a8-bae7-eea29e078585,12bbf882-2781-4f9b-bf6d-adba0eed02e4,Freya,2/3/2021 4:00:00 PM,Labradoodle,,,1,GIRL,TRUE,1390356.71,21,97.64705882,170,4,0,0,2/20/2022 11:18:09 AM
981d5d4f-b56e-4487-9ae8-df8fa1b5c889,462823aa-2da9-4dc1-a7e5-04a136065758,Robbie,8/18/2021 8:33:22 AM,Siberian Husky,,,1,Female,TRUE,0,0,0,0,0,0,0,8/18/2021 3:33:33 PM
8c93ed9c-ceb0-4119-94cf-19c4702de105,f48dcf6b-dd58-4b26-bb22-9d09223f47c7,Wilson,7/30/2019 5:00:00 PM,Havanese,,,1,BOY,TRUE,10185787.96,124,81.84210526,380,69,0,0,12/18/2021 7:10:40 PM
e38d1eb5-5ef7-4cda-b7d5-75e721aa786d,d7ab0f41-f0b8-4b9f-9424-ef696040601a,Sadie,12/16/2016 4:00:00 PM,Border Collie,,,2,GIRL,TRUE,10105153.08,199,38.46153846,78,48,0,0,1/11/2022 6:26:14 PM
6e4b067a-b412-483f-8fbd-88d36171e15f,6f9c7e1f-8acb-48e6-b659-54a94c3d408d,Mika,11/17/2020 4:00:00 PM,Australian Shepherd,Poodle,,1,GIRL,TRUE,0,0,0,0,0,0,0,7/7/2021 5:01:51 PM
29b125cb-857f-40c8-9178-5f3afa1e8120,16d37a72-92a2-4960-a6cf-b51704300da2,Spike,6/13/2020 5:00:00 PM,American Staffordshire Terrier,Bull Terrier,,2,BOY,TRUE,2149795.331,36,45.94594595,74,40,0,0,8/25/2021 10:10:22 PM
b7c9f59b-1dcb-4526-b3ce-5bf0ccb81b39,164c36b5-53cb-4883-b244-277e76a39008,Brigid,2/4/2012 9:52:06 AM,Australian Shepherd,Chesapeake Bay Retriever,,1,Female,TRUE,327213.4107,22,100,27,0,0,0,1/14/2021 4:59:27 PM
f896444a-8213-429d-99b0-9bd31ad96cb3,96be2f7e-e938-42a7-afdd-9d7d57536ddb,Chewbacca,2/28/2021 4:00:00 PM,Unknown,,,1,BOY,FALSE,40308533.64,260,87.30808598,2931,372,0,0,3/3/2022 11:27:32 AM
4cc0c5f0-2b31-4871-a1ac-7662ef96fe9b,8b9c8729-0e16-4df3-a972-409fe0b19197,Cooper,9/5/2015 5:00:00 PM,Havanese,,,1,BOY,TRUE,1754599984,2822,89.2724376,1883,202,0,0,3/18/2022 4:24:43 PM
a1a10dfd-9a92-4d8d-89e6-b6a0e3fd6cad,64630f12-518e-488c-9b38-a475f50257b2,Echo,10/17/2019 5:00:00 PM,Plott,,,3,BOY,TRUE,33423840.66,1348,79.93421053,304,61,0,0,2/4/2022 2:29:13 PM
8abf9253-04b0-4c63-8584-618bb4648090,96db32c0-dde9-4927-9c09-732c7cbcedfd,Archie,7/3/2020 5:00:00 PM,Cocker Spaniel,,,1,BOY,TRUE,5504112.226,92,92.94117647,510,36,0,0,1/8/2022 1:21:51 PM
4a816b93-3e52-4788-b297-018649125602,9cce2980-69f0-40ef-b686-3c8839562c0f,Birdie,5/15/2020 5:00:00 PM,Goldendoodle,,,1,GIRL,TRUE,18098963.08,405,89.57055215,815,85,0,0,2/8/2022 9:37:55 AM
5e87e552-1bba-4a87-b5f4-4f40679a8c1f,4e34df35-696d-4b42-9c49-31233d3b84f1,Otis,1/26/2013 11:45:19 AM,Boxer,,,1,Male,TRUE,1158768.314,38,98.88888889,90,1,0,0,7/11/2021 11:12:03 AM
dd893710-2862-4185-8517-8bd63ac7ee85,7a5af55c-ed0a-445c-9c74-2eb7ba37cfb9,Amp,3/1/2018 10:10:58 AM,Rat Terrier,Chihuahua,,2,Male,TRUE,4970786.767,38,43.20175439,456,259,0,0,7/31/2021 12:00:57 AM
e557514a-cbe3-4ca3-b122-3b277c9b88ca,f35f411e-ac11-4c41-919d-024529f03903,Ff,9/1/2020 10:39:12 AM,Alaskan Malamute,,,1,Female,TRUE,0,0,0,0,0,0,0,9/2/2020 7:40:09 AM
ceafb65d-c49b-46e1-9a28-073d36fc6989,339015a0-8825-4378-9de2-162f64e8b695,Amara,12/12/2019 8:16:37 AM,Australian Shepherd,,,2,Female,FALSE,6078530.59,250,73.89937107,318,83,0,0,3/19/2022 6:57:56 PM
8226e919-2fff-400c-855d-9dc9e5a09c0f,e0edae84-2891-4606-b9b7-509fed7a32cd,Urj,11/23/2017 4:00:00 PM,Dachshund,,,1,BOY,TRUE,323123.4006,13,100,13,0,0,0,11/30/2020 5:55:54 PM
